id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
48200822,https://www.airbnb.com/rooms/48200822,20231210055146,2023-12-10,city scrape,Guest suite in Bozeman · ★4.98 · Studio · 1 bed · 1 bath,,,https://a0.muscache.com/pictures/miso/Hosting-48200822/original/506040a2-26e0-4a8d-be5f-488f5f68f4fd.jpeg,150728239,https://www.airbnb.com/users/show/150728239,Jessica,2017-09-15,"Bozeman, MT","",within an hour,100%,98%,t,https://a0.muscache.com/im/pictures/user/ccfe1549-8ecf-474e-af96-fed60c90e970.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ccfe1549-8ecf-474e-af96-fed60c90e970.jpg?aki_policy=profile_x_medium,,1,3,"['email', 'phone']",t,t,,Bozeman,,45.6714,-111.05277,Entire guest suite,Entire home/apt,2,,1 bath,,1,[],$139.00,2,14,2,2,14,14,2.0,14.0,,t,15,42,61,192,2023-12-10,229,76,4,2021-03-01,2023-11-26,4.98,4.98,4.96,4.97,4.97,4.94,4.9,,f,1,1,0,0,6.77
48428210,https://www.airbnb.com/rooms/48428210,20231210055146,2023-12-10,city scrape,Condo in Bozeman · ★5.0 · 1 bedroom · 1 bed · 1 bath,,"Great Location: Walk to Rose Park or extensive shopping including restaurants, Starbucks, Cold Smoke Coffee​,​ REI​,​ grocery store, Home Depot etc. <br /><br />Very short drive to Downtown Bozeman (10 min) or the Cannery District (5 min). Fifteen minutes to Bozeman airport. Twenty minutes to Bridger Bowl. One hour to Big Sky. Easy to get in and out of town from this location.",https://a0.muscache.com/pictures/be4b441d-b20a-49b3-b1e3-3caeee2e9ec4.jpg,205470126,https://www.airbnb.com/users/show/205470126,Chris,2018-07-27,"Sonora, CA","",within a few hours,100%,100%,f,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,,2,2,"['email', 'phone']",f,t,"Bozeman, Montana, United States",Bozeman,,45.69539,-111.06816,Entire condo,Entire home/apt,2,,1 bath,,1,[],$79.00,29,120,5,29,1125,1125,28.1,1125.0,,t,0,4,26,58,2023-12-10,21,0,0,2021-03-28,2022-10-11,5.0,5.0,5.0,5.0,4.95,5.0,4.9,,t,1,1,0,0,0.64
48563248,https://www.airbnb.com/rooms/48563248,20231210055146,2023-12-10,city scrape,Rental unit in Bozeman · ★4.97 · 2 bedrooms · 2 beds · 2 baths,,"Throughout the year, Bozeman is alive with activity. With festivals and outdoor concerts during the summer and endless outdoor summer and winter activities. <br /><br />Enjoy the nearby hot springs, ski hills, trails, music events or the bustling downtown and get ready to explore! With downtown Bozeman minutes away (walking or driving), you are in the epicenter of Bozeman’s charm and can enjoy this booming little town and all it has to offer.  <br /><br />If you are looking to extend your adventures, you are just a short trip in any direction to the following: <br /><br />21 min to Bridger Bowl Ski Mountain<br />90 min to Yellowstone National Park (Entrance)<br />25 min to Livingston<br />50 min to Big Sky<br />15 min to Bozeman Yellowstone International Airport",https://a0.muscache.com/pictures/miso/Hosting-48563248/original/e3d251f3-f9b7-42d2-b7e2-8f4d16c16624.jpeg,166104792,https://www.airbnb.com/users/show/166104792,Caleb And Madison,2018-01-05,"Bozeman, MT","",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/a609f0c0-2f7d-4c98-b07d-e27e15ada6d4.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a609f0c0-2f7d-4c98-b07d-e27e15ada6d4.jpg?aki_policy=profile_x_medium,South Scottsdale,11,11,"['email', 'phone']",t,t,"Bozeman, Montana, United States",Bozeman,,45.68237,-111.03918,Entire rental unit,Entire home/apt,4,,2 baths,,2,[],$189.00,2,31,2,3,1125,1125,2.9,1125.0,,t,9,23,35,294,2023-12-10,95,43,2,2021-12-29,2023-11-16,4.97,4.94,4.96,4.98,4.96,4.94,4.81,,t,2,2,0,0,4.00
48700264,https://www.airbnb.com/rooms/48700264,20231210055146,2023-12-10,city scrape,Townhouse in Bozeman · ★5.0 · 3 bedrooms · 4 beds · 2.5 baths,,"Centrally located in Bozeaman to everything you need to do while visiting.  A park, trails and fishing pond are directly across the street.   Close to MSU, Big Sky, Bridger Bowl, Yellowstone, Paradise and the Madison Valley.",https://a0.muscache.com/pictures/miso/Hosting-48700264/original/578e7a1e-9a5e-49ea-bfd7-e8ff46d73af5.jpeg,44342268,https://www.airbnb.com/users/show/44342268,Sam,2015-09-16,"Roanoke, VA",Small town Virginian's who love the west!,within an hour,100%,100%,t,https://a0.muscache.com/im/users/44342268/profile_pic/1442413864/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/44342268/profile_pic/1442413864/original.jpg?aki_policy=profile_x_medium,Valley West,1,1,"['email', 'phone']",t,t,"Bozeman, Montana, United States",Bozeman,,45.67968,-111.09647,Entire townhouse,Entire home/apt,6,,2.5 baths,,4,[],$225.00,4,1125,4,7,1125,1125,4.8,1125.0,,t,11,41,46,268,2023-12-10,29,17,1,2021-04-30,2023-11-24,5.0,5.0,4.93,5.0,5.0,4.97,4.97,,f,1,1,0,0,0.91
48793153,https://www.airbnb.com/rooms/48793153,20231210055146,2023-12-10,city scrape,Home in Bozeman · ★4.85 · 4 bedrooms · 8 beds · 2 baths,,"The Walton Homestead subdivision is a quiet and inviting neighborhood with a family-friendly atmosphere and views of the Bridger Mountains. The yard and an open space behind the house gives kids and four-legged friends a place to stretch their legs and there's a full park and playground less than one block away. (Note: the yard is NOT fenced.) <br />Being at almost the exact geographic center of Bozeman, you'll be minutes away from everything: shopping, groceries, fine dining, fast food, the Gallatin Valley Mall, gyms, hiking (at multiple regional parks within city limits,) coffee shops, bars, cinemas, live theater, music venues, spas and salons, bowling, the Bozeman Swim Center, the Bozeman Beach, churches, not to mention the real reason so many people want to visit Bozeman--the skiing, fishing, golfing, hiking, camping, climbing and dozens of other outdoor activities the people of this town love so much!",https://a0.muscache.com/pictures/05a0e2e7-b266-4f49-9525-2c4585e610a2.jpg,393645536,https://www.airbnb.com/users/show/393645536,Arik And Rachel,2021-03-22,,"",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/37f3427b-5146-4e9a-9e97-47df6b778403.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/37f3427b-5146-4e9a-9e97-47df6b778403.jpg?aki_policy=profile_x_medium,,2,2,['phone'],t,t,"Bozeman, Montana, United States",Bozeman,,45.68743,-111.05715,Entire home,Entire home/apt,15,,2 baths,,8,[],$325.00,3,35,3,3,1125,1125,3.0,1125.0,,t,0,0,0,0,2023-12-10,54,21,2,2021-05-10,2023-12-04,4.85,4.95,4.8,4.87,4.84,4.91,4.78,,t,1,1,0,0,1.71
48935787,https://www.airbnb.com/rooms/48935787,20231210055146,2023-12-10,previous scrape,Condo in Bozeman · ★4.50 · 1 bedroom · 2 beds · 1 bath,,,https://a0.muscache.com/pictures/prohost-api/Hosting-48935787/original/5d8f226f-ee8b-462c-a398-bc8f26ef9d41.jpeg,78849013,https://www.airbnb.com/users/show/78849013,Stay Montana,2016-06-20,"Montana, United States","Stay Montana is a locally owned and operated Vacation Rental Company with locations in Big Sky, Bozeman and Flathead Valley. We know how valuable quality time with friends and family is and  the importance of creating memories that last a lifetime. Our Guest Services Team is happy to help you plan an amazing trip! From Yellowstone National Park to Glacier National Park and beautiful spots in between, we would love to assist with your planning!",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/178c79b7-96dc-41e4-8410-571aa01902c8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/178c79b7-96dc-41e4-8410-571aa01902c8.jpg?aki_policy=profile_x_medium,Bigfork Landing,250,341,"['email', 'phone', 'work_email']",t,t,,Bozeman,,45.67734,-111.04709,Entire condo,Entire home/apt,3,,1 bath,,2,[],$121.00,30,365,30,30,1125,1125,30.0,1125.0,,t,0,0,0,1,2023-12-10,4,1,0,2021-08-11,2022-12-17,4.5,4.5,5.0,4.0,4.0,4.75,4.25,,t,13,13,0,0,0.14
48974287,https://www.airbnb.com/rooms/48974287,20231210055146,2023-12-10,city scrape,Guesthouse in Bozeman · ★4.92 · 1 bedroom · 1 bed · 1 bath,,"Flanders Mill is a newer neighborhood on the west side of town. Wide sidewalks welcome you to take a nice walk or jog. Take a lap to one of the many parks both in and around the neighborhood. The Gallatin County Regional park is just a block away with a large fenced in dog park, a couple lakes, a kid friendly playground and additional walking paths.<br /><br />If you're looking for a good meal, look no further than the The Market at Ferguson Farm, where you're sure to find something for everyone. A walk-able or bike-able dining and retail experience just a couple blocks south of the apartment.",https://a0.muscache.com/pictures/miso/Hosting-48974287/original/01f9f9d9-7b5d-4439-8a1b-8616de08c0c4.jpeg,6343008,https://www.airbnb.com/users/show/6343008,Drew,2013-05-12,"Bozeman, MT","",within an hour,100%,98%,t,https://a0.muscache.com/im/users/6343008/profile_pic/1384704086/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/6343008/profile_pic/1384704086/original.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Bozeman, Montana, United States",Bozeman,,45.69059,-111.09576,Entire guesthouse,Entire home/apt,3,,1 bath,,1,[],$108.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,16,34,53,133,2023-12-10,48,36,2,2022-01-31,2023-11-29,4.92,4.98,5.0,4.96,4.98,4.88,4.9,,f,1,1,0,0,2.12
48979458,https://www.airbnb.com/rooms/48979458,20231210055146,2023-12-10,city scrape,Home in Bozeman · ★4.96 · 2 bedrooms · 2 beds · 2 baths,,"We are located in the northwest part of town. Our little burb is quite active. You'll see people walking, running or biking the trail all day. The playground is down our street 2 blocks to the south and the basketball courts are another 2 blocks past the basketball courts. <br /><br />Don't worry if you forgot something at home. We have groceries, outdoor gear, beauty supplies, crafts, gaming, etc. within a 10 minute walk.",https://a0.muscache.com/pictures/miso/Hosting-48979458/original/0b9c44fe-3e70-4bfe-9de3-61827e8bd209.jpeg,179304077,https://www.airbnb.com/users/show/179304077,Jami,2018-03-19,"Bozeman, MT","",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/d1294800-af08-444e-8f91-d1dcfedd3f21.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d1294800-af08-444e-8f91-d1dcfedd3f21.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,f,"Bozeman, Montana, United States",Bozeman,,45.71233,-111.07847,Entire home,Entire home/apt,4,,2 baths,,2,[],$225.00,2,30,2,2,1125,1125,2.0,1125.0,,t,15,45,75,345,2023-12-10,28,11,0,2021-07-11,2023-10-16,4.96,4.89,4.82,4.89,4.89,4.86,4.75,,t,1,1,0,0,0.95
49045151,https://www.airbnb.com/rooms/49045151,20231210055146,2023-12-10,city scrape,Home in Bozeman · ★4.91 · 2 bedrooms · 2 beds · 1 bath,,,https://a0.muscache.com/pictures/miso/Hosting-49045151/original/f8548062-815b-47bc-80e9-da3c9dedb508.jpeg,174302859,https://www.airbnb.com/users/show/174302859,Alayna,2018-02-20,"Bozeman, MT","",within a day,100%,87%,t,https://a0.muscache.com/im/pictures/user/57236089-a605-44d6-b946-3faeba2b4a73.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/57236089-a605-44d6-b946-3faeba2b4a73.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Bozeman,,45.66441,-111.04006,Entire home,Entire home/apt,2,,1 bath,,2,[],$85.00,30,95,29,30,95,95,29.9,95.0,,t,3,8,14,67,2023-12-10,11,7,0,2021-05-29,2023-10-20,4.91,5.0,4.73,5.0,5.0,5.0,5.0,,f,1,1,0,0,0.36
49096743,https://www.airbnb.com/rooms/49096743,20231210055146,2023-12-10,city scrape,Guesthouse in Bozeman · ★4.97 · 1 bedroom · 1 bed · 1 bath,,"Centrally located neighborhood with streams, ponds, parks, and walking trails.  Minutes from hiking and <60 minutes from great skiing and fishing.",https://a0.muscache.com/pictures/d8cb3973-1819-47ca-b2ce-7aa00fdbebc1.jpg,395972229,https://www.airbnb.com/users/show/395972229,Cody,2021-04-07,"Bozeman, MT","",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/15837b54-685e-4d7d-b14f-902df5f67431.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/15837b54-685e-4d7d-b14f-902df5f67431.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Bozeman, Montana, United States",Bozeman,,45.69013,-111.09505,Entire guesthouse,Entire home/apt,2,,1 bath,,1,[],$104.00,1,1125,2,2,1125,1125,2.0,1125.0,,t,24,54,84,173,2023-12-10,152,72,5,2021-06-17,2023-12-03,4.97,4.99,5.0,4.94,4.99,4.97,4.91,,f,1,1,0,0,5.03
49176919,https://www.airbnb.com/rooms/49176919,20231210055146,2023-12-10,city scrape,Bungalow in Bozeman · ★4.91 · 3 bedrooms · 3 beds · 1 bath,,"Near multiple parks, close walk to Gallatin Valley Mall, 5 minutes to downtown/campus, centrally located",https://a0.muscache.com/pictures/f104dce5-1348-4785-9940-672fa72b345a.jpg,396671231,https://www.airbnb.com/users/show/396671231,Casey,2021-04-12,,"",within a day,50%,67%,f,https://a0.muscache.com/im/pictures/user/77c7bf7b-8669-488a-a596-7be0b41a3ddc.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/77c7bf7b-8669-488a-a596-7be0b41a3ddc.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Bozeman, Montana, United States",Bozeman,,45.6788,-111.07683,Entire bungalow,Entire home/apt,6,,1 bath,,3,[],$285.00,3,20,3,3,20,20,3.0,20.0,,t,29,59,88,88,2023-12-10,22,1,0,2021-05-02,2023-08-21,4.91,4.95,4.91,5.0,5.0,4.82,4.86,,f,1,1,0,0,0.69
49196937,https://www.airbnb.com/rooms/49196937,20231210055146,2023-12-10,city scrape,Townhouse in Bozeman · ★5.0 · 3 bedrooms · 3 beds · 3 baths,,,https://a0.muscache.com/pictures/prohost-api/Hosting-49196937/original/5f3d99d3-9790-4b43-85df-5e4ba6968c82.jpeg,8224408,https://www.airbnb.com/users/show/8224408,Paul,2013-08-17,"Bozeman, MT","I started Bozeman Cottage Vacation Rentals in 1998 which has now grown to 17 properties, mostly within walking distance from downtown Bozeman. I also work in renewable energy - solar thermal, permaculture, electric bikes, and biofuels - and strive to keep Bozeman Cottage low impact.  I stock the houses with non-toxic body products and cleaners, and are as efficient as possible with heating and cooling.  I also run a bicycle rental business so you can easily and affordably see Bozeman on 2-wheels!

Note: I manage a few different guest houses and reviews are shown collectively for all places. The few reservations that had to be cancelled over the years were mostly due to date conflicts when calendars failed to update automatically. The July 2016 reservation was cancelled when the guests revealed that they had two cats after using autobook, for which Airbnb charged me 100, so unfortunately I no longer use autobook.",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/f9efc11c-1d61-4d59-9536-629dd2ddd084.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f9efc11c-1d61-4d59-9536-629dd2ddd084.jpg?aki_policy=profile_x_medium,,24,36,"['email', 'phone']",t,t,,Bozeman,,45.68296,-111.03711,Entire townhouse,Entire home/apt,6,,3 baths,,3,[],$377.00,4,365,4,7,365,365,5.4,365.0,,t,19,49,79,284,2023-12-10,6,1,0,2021-07-07,2023-07-23,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,22,22,0,0,0.20
49426669,https://www.airbnb.com/rooms/49426669,20231210055146,2023-12-10,city scrape,Townhouse in Bozeman · ★4.71 · 3 bedrooms · 4 beds · 2 baths,,,https://a0.muscache.com/pictures/750c04be-c307-4c74-9d55-4038da90e2aa.jpg,398642839,https://www.airbnb.com/users/show/398642839,Dirk,2021-04-25,,"",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/0b06fb22-3582-4f50-ab0e-19a9e21f2325.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/0b06fb22-3582-4f50-ab0e-19a9e21f2325.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,f,,Bozeman,,45.67174,-111.058,Entire townhouse,Entire home/apt,6,,2 baths,,4,[],$175.00,28,90,28,28,1125,1125,28.0,1125.0,,t,0,0,8,163,2023-12-10,7,1,0,2021-05-30,2023-08-11,4.71,4.71,4.57,4.86,4.71,5.0,4.57,,f,1,1,0,0,0.23
49563956,https://www.airbnb.com/rooms/49563956,20231210055146,2023-12-10,city scrape,Home in Bozeman · ★5.0 · 1 bedroom · 1 bed · 1 bath,,"This guesthouse is in a great neighborhood in Bozeman (Valley West) conveniently located near walking trails, a park with a pond, and The Market (which includes shopping and restaurants).",https://a0.muscache.com/pictures/miso/Hosting-49563956/original/1c819e9b-db9a-4bb1-8c6e-42c04472bafc.jpeg,72406868,https://www.airbnb.com/users/show/72406868,Jeni,2016-05-16,"Bozeman, MT","",within an hour,100%,98%,t,https://a0.muscache.com/im/pictures/user/cf89f099-8a98-473a-a4e4-2f474aaa0ebc.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/cf89f099-8a98-473a-a4e4-2f474aaa0ebc.jpg?aki_policy=profile_x_medium,Valley West,1,2,"['email', 'phone']",t,t,"Bozeman, Montana, United States",Bozeman,,45.68269,-111.10016,Entire home,Entire home/apt,2,,1 bath,,1,[],$152.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,23,53,83,348,2023-12-10,104,31,3,2021-06-27,2023-12-09,5.0,4.99,5.0,4.99,5.0,4.93,4.96,,t,1,1,0,0,3.48
49585772,https://www.airbnb.com/rooms/49585772,20231210055146,2023-12-10,city scrape,Condo in Bozeman · ★4.94 · 1 bedroom · 2 beds · 1 bath,,"NEARBY HIGHLIGHTS (< 1 mile): Sweet Peaks Ice Cream, Backcountry Burger Bar, Rialto, Bozeman Taproom & Spirits, Feed Cafe, Bozeman Co-op West Main, Dave's Sushi - Off Main, Bozeman Co-op Downtown, Western Cafe<br />BREWERIES: Union Hall Brewery (0.5 miles), Lockhorn Cider House (0.9 miles), Montana Ale Works (1.0 miles), Mountains Walking Brewery (1.5 miles), Bozeman Brewing Company (1.5 miles), Bridger Brewing (1.5 miles), Bunkhouse Brewery (1.5 miles)<br />BOZEMAN FUN: Willson Auditorium (0.3 miles), Gallatin History Museum (0.3 miles), Emerson Center for the Arts & Culture (0.4 miles), Montana State University (1.0 miles), City of Bozeman Bogert Park (1.0 miles), Peets Hill/Burke Park (1.1 miles), Gallagator Trail (1.2 miles), Lindley Park (1.3 miles), Museum of the Rockies (2.0 miles)<br />OUTDOOR RECREATION: Gallatin County Regional Park (3.4 miles), Bridger Creek Golf Course (3.8 miles), Montana Grizzly Encounter (11.8 miles), Bridger Bowl Ski Area (17.5 miles), Big Sky Resort (5",https://a0.muscache.com/pictures/prohost-api/Hosting-49585772/original/19cd8752-8d55-4839-ad85-d2932cd614c8.jpeg,122381278,https://www.airbnb.com/users/show/122381278,Evolve,2017-03-24,United States,"Hi! We’re Evolve, the hospitality team that helps you rest easy when you rent a private, professionally cleaned home from us.

We promise your rental will be clean, safe, and true to what you saw on Airbnb or we'll make it right. Check-ins are always smooth, and we're here 24/7 to answer any questions or help you find the perfect property.",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/User-122381278/original/5fbc724c-fda4-4c4a-9f15-2710bf373054.png?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-122381278/original/5fbc724c-fda4-4c4a-9f15-2710bf373054.png?aki_policy=profile_x_medium,Winstead Park,1108,1854,"['email', 'phone']",t,f,"Bozeman, Montana, United States",Bozeman,,45.67814,-111.04756,Entire condo,Entire home/apt,4,,1 bath,,2,[],$121.00,3,1125,3,4,1125,1125,3.3,1125.0,,t,22,42,72,346,2023-12-10,54,19,1,2021-05-19,2023-11-13,4.94,4.94,4.98,4.91,4.93,4.94,4.8,,t,11,11,0,0,1.73
49638052,https://www.airbnb.com/rooms/49638052,20231210055146,2023-12-10,city scrape,Condo in Bozeman · ★4.90 · 1 bedroom · 2 beds · 1 bath,,,https://a0.muscache.com/pictures/c3c49b9e-f2e7-4261-a69c-d392bfdeabbf.jpg,16439933,https://www.airbnb.com/users/show/16439933,Caitlin,2014-06-05,"Bozeman, MT","",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/User-16439933/original/41910ae6-9842-4d2c-bc9a-35809fe58940.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-16439933/original/41910ae6-9842-4d2c-bc9a-35809fe58940.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Bozeman,,45.67702,-111.04866,Entire condo,Entire home/apt,2,,1 bath,,2,[],$232.00,3,30,3,3,30,30,3.0,30.0,,t,30,40,68,128,2023-12-10,60,12,0,2021-06-10,2023-09-09,4.9,5.0,4.9,4.82,4.98,5.0,4.87,,f,1,1,0,0,1.97
49748930,https://www.airbnb.com/rooms/49748930,20231210055146,2023-12-10,city scrape,Home in Bozeman · ★5.0 · 1 bedroom · 1 bed · 1 bath,,,https://a0.muscache.com/pictures/prohost-api/Hosting-49748930/original/942ddd13-3ef5-4129-bb35-b27ca84f0836.jpeg,158595657,https://www.airbnb.com/users/show/158595657,Mountain Home,2017-11-13,"Bozeman, MT","Mountain Home is run by members of the local community, fully owned by locals, and boasts a track record of over two decades in operation. This is advantageous for you, as we possess an in-depth understanding of the region and a profound familiarity with all our vacation rentals in Montana.",within an hour,93%,99%,t,https://a0.muscache.com/im/pictures/user/556be290-e017-4df5-871c-70a836bf759e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/556be290-e017-4df5-871c-70a836bf759e.jpg?aki_policy=profile_x_medium,Cameron,120,185,"['email', 'phone']",t,t,,Bozeman,,45.683002,-111.10436,Entire home,Entire home/apt,2,,1 bath,,1,[],$210.00,1,31,2,5,24,31,3.5,30.9,,t,30,60,90,365,2023-12-10,24,3,0,2022-02-13,2023-10-16,5.0,4.96,5.0,4.88,4.88,4.92,4.83,,t,42,42,0,0,1.08
49748933,https://www.airbnb.com/rooms/49748933,20231210055146,2023-12-10,city scrape,Home in Bozeman · ★4.91 · 3 bedrooms · 3 beds · 2 baths,,,https://a0.muscache.com/pictures/prohost-api/Hosting-49748933/original/b02ed80a-6f02-4c81-9a28-18d66440ce11.jpeg,158595657,https://www.airbnb.com/users/show/158595657,Mountain Home,2017-11-13,"Bozeman, MT","Mountain Home is run by members of the local community, fully owned by locals, and boasts a track record of over two decades in operation. This is advantageous for you, as we possess an in-depth understanding of the region and a profound familiarity with all our vacation rentals in Montana.",within an hour,93%,99%,t,https://a0.muscache.com/im/pictures/user/556be290-e017-4df5-871c-70a836bf759e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/556be290-e017-4df5-871c-70a836bf759e.jpg?aki_policy=profile_x_medium,Cameron,120,185,"['email', 'phone']",t,t,,Bozeman,,45.683002,-111.10436,Entire home,Entire home/apt,6,,2 baths,,3,[],$332.00,1,31,1,5,3,31,3.5,29.1,,t,22,52,82,353,2023-12-10,22,9,0,2021-06-29,2023-10-03,4.91,4.86,4.95,4.91,4.86,4.68,4.68,,t,42,42,0,0,0.74
49808248,https://www.airbnb.com/rooms/49808248,20231210055146,2023-12-10,city scrape,Townhouse in Bozeman · ★4.98 · 3 bedrooms · 4 beds · 2.5 baths,,"Walking path in front of Townhome. Quiet street off main road. All of 19th street businesses are close for your shopping and restaurant needs (Costco, Target, Smiths, Winco). Food delivers to this location effortlessly; ie Door Dash, Delivery.com, UberEats, or Yelp.",https://a0.muscache.com/pictures/0afa0b3c-07c3-4065-a219-47487700da2b.jpg,163200599,https://www.airbnb.com/users/show/163200599,Julie,2017-12-18,"Bozeman, MT","",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/bcc3cf45-f95c-4936-8496-19a5fe0c945f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/bcc3cf45-f95c-4936-8496-19a5fe0c945f.jpg?aki_policy=profile_x_medium,,1,1,['phone'],t,f,"Bozeman, Montana, United States",Bozeman,,45.70094,-111.07488,Entire townhouse,Entire home/apt,7,,2.5 baths,,4,[],$225.00,2,90,2,2,1125,1125,2.0,1125.0,,t,0,0,0,0,2023-12-10,98,26,1,2021-06-12,2023-11-26,4.98,4.99,4.97,4.99,4.95,4.94,4.9,,t,1,1,0,0,3.22
50073308,https://www.airbnb.com/rooms/50073308,20231210055146,2023-12-10,city scrape,Condo in Bozeman · ★5.0 · 3 bedrooms · 2 beds · 2.5 baths,,,https://a0.muscache.com/pictures/hosting/Hosting-50073308/original/b307abd2-c1f1-460f-b189-687b03e59ccf.jpeg,167100607,https://www.airbnb.com/users/show/167100607,Dillon,2018-01-10,"Bozeman, MT","",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/cd6ca046-9acb-4d7d-ad7c-44736d4b19ff.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/cd6ca046-9acb-4d7d-ad7c-44736d4b19ff.jpg?aki_policy=profile_x_medium,Valley West,1,1,"['email', 'phone']",t,f,,Bozeman,,45.6841229077419,-111.10380332820125,Entire condo,Entire home/apt,6,,2.5 baths,,2,[],$120.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,4,13,37,110,2023-12-10,4,4,3,2023-11-05,2023-12-03,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,3.33
50075610,https://www.airbnb.com/rooms/50075610,20231210055146,2023-12-10,city scrape,Condo in Bozeman · ★4.98 · 1 bedroom · 2 beds · 1 bath,,,https://a0.muscache.com/pictures/0b82c8f3-5f81-40d9-ab5a-2a68c3618b6d.jpg,219491,https://www.airbnb.com/users/show/219491,Elinor (Ellie),2010-09-01,"Bozeman, MT","",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/6aa96437-c98b-4f50-8b50-4010f249eb7c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6aa96437-c98b-4f50-8b50-4010f249eb7c.jpg?aki_policy=profile_x_medium,Heart of Missoula,4,4,"['email', 'phone']",t,t,,Bozeman,,45.678143,-111.047562,Entire condo,Entire home/apt,5,,1 bath,,2,[],$133.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,9,31,46,280,2023-12-10,146,54,1,2021-06-18,2023-11-21,4.98,4.95,4.95,4.94,4.99,4.97,4.88,,t,3,3,0,0,4.83
